source,degree,university_name,ccaa,sector_hint,modality_hint,fetch_ts,url
educaweb,primaria,Universitat Ramon Llull,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Isabel I,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat Internacional Valenciana,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat Oberta de Catalunya,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Pública de Navarra,Unknown,public,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Camilo José Cela,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Católica de Ávila,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Católica de Valencia San Vicente Mártir,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Alicante,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Burgos,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Castilla,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de La Laguna,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Oviedo,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad del Atlántico Medio UNAM,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Europea,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Pontificia de Salamanca,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidade de Santiago de Compostela,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat Jaume I de Castellón,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad en Internet,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Alfonso X El Sabio,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Cantabria,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
